t,vehicle_id,speed_now,speed_ref,yaw_now,yaw_ref,yaw_err_deg,steer,accel,traj_x,traj_y,s,gap,desired_gap,throttle,brake
0.1,vehicle_0,2.928683042526245,3.0,-0.005638869944959879,-0.005692000035196543,-0.0030441299357100576,-0.005733429919928312,0.05152438208460808,82.05791473388672,170.18812561035156,62.00299835205078,0.0,3.0,0.40813538432121277,0.0
0.1,vehicle_1,2.9772591590881348,3.0,-0.00437127985060215,-0.005692000035196543,-0.07567169249499771,0.001962906215339899,0.0607927031815052,74.0045166015625,170.2374725341797,53.8129997253418,3.2899999618530273,3.0,0.4153851270675659,0.0
0.1,vehicle_2,2.8639183044433594,3.0,-0.00771867111325264,-0.005692000035196543,0.116119699233843,-0.00501234969124198,0.2255181223154068,65.70575714111328,170.28375244140625,45.8129997253418,3.0999999046325684,3.0,0.44858139753341675,0.0
0.2,vehicle_0,2.935140609741211,3.0,-0.004990439862012863,-0.005692000035196543,-0.04019643699789195,0.0005222215550020337,0.04244381934404373,82.35102081298828,170.1873779296875,62.00299835205078,0.0,3.0,0.3721451461315155,0.0
0.2,vehicle_1,2.817732572555542,3.0,-0.004369528032839298,-0.005692000035196543,-0.07577206425928516,0.019660256803035736,-0.10206945240497589,74.29256439208984,170.2362518310547,54.50299835205078,2.5999999046325684,3.0,0.0,0.020413890480995178
0.2,vehicle_2,2.9358932971954346,3.0,-0.007920273579657078,-0.005692000035196543,0.12767066969824525,-0.007956861518323421,0.3217419683933258,65.99671173095703,170.2814483642578,45.8129997253418,3.7899999618530273,3.0,0.4591539800167084,0.0
0.30000000000000004,vehicle_0,2.9393093585968018,3.0,-0.006005214061588049,-0.005692000035196543,0.017945841796532486,0.004668968729674816,0.04494291543960571,83.23334503173828,170.18174743652344,63.00299835205078,0.0,3.0,0.36944887042045593,0.0
0.30000000000000004,vehicle_1,2.5449798107147217,3.0,-0.005327700637280941,-0.005692000035196543,-0.020872817979720956,-0.006268672179430723,0.5796515941619873,75.5703125,170.22726440429688,55.50299835205078,3.0999999046325684,3.0,0.48302140831947327,0.0
0.30000000000000004,vehicle_2,2.5433712005615234,3.0,-0.006825939752161503,-0.005692000035196543,0.06496996000435133,0.005204120185226202,0.6593199968338013,67.6634750366211,170.27291870117188,47.3129997253418,3.2899999618530273,3.0,0.49147894978523254,0.0
0.4,vehicle_0,2.947680711746216,3.0,-0.0073117660358548164,-0.005692000035196543,0.0928057556365036,-0.012745445594191551,0.0384645015001297,84.99613952636719,170.16946411132812,65.00299835205078,0.0,3.0,0.37673184275627136,0.0
0.4,vehicle_1,3.1142027378082275,3.0,-0.0050597721710801125,-0.005692000035196543,-0.03622398830444196,0.0006671914597973228,0.2110045999288559,77.28044128417969,170.2179718017578,57.00299835205078,3.5999999046325684,3.0,0.4504551589488983,0.0
0.4,vehicle_2,3.147745370864868,3.0,-0.006768801249563694,-0.005692000035196543,0.061696164957799594,-0.0039428663440048695,0.5078694820404053,69.64505004882812,170.25962829589844,49.3129997253418,3.7899999618530273,3.0,0.479391485452652,0.0
0.5,vehicle_0,2.9474353790283203,3.0,-0.007068901788443327,-0.005692000035196543,0.07889065926520424,-0.013320297002792358,0.03762941062450409,87.05427551269531,170.1584014892578,67.00299835205078,0.0,3.0,0.3776503801345825,0.0
0.5,vehicle_1,2.7600746154785156,3.0,-0.005117451306432486,-0.005692000035196543,-0.032919217282787155,-0.005387521348893642,0.2960692346096039,79.13339233398438,170.2067413330078,59.00299835205078,3.0999999046325684,3.0,0.45469188690185547,0.0
0.5,vehicle_2,2.639859676361084,3.0,-0.006714193616062403,-0.005692000035196543,0.058567378028978385,-0.006594239268451929,0.5136791467666626,71.51747131347656,170.249267578125,51.3129997253418,3.2899999618530273,3.0,0.4765739142894745,0.0
0.6000000000000001,vehicle_0,2.933100938796997,3.0,-0.00629289448261261,-0.005692000035196543,0.03442871576978642,-0.004207850433886051,0.044346895068883896,88.81798553466797,170.1486053466797,68.50299835205078,0.0,3.0,0.3700121343135834,0.0
0.6000000000000001,vehicle_1,3.0683376789093018,3.0,-0.004767751321196556,-0.005692000035196543,-0.05295555053259312,0.02153215929865837,0.26302987337112427,81.11610412597656,170.196044921875,61.00299835205078,3.5999999046325684,3.0,0.4548737704753876,0.0
