s,x,y,yaw,kappa,speed
265.653,285.77,169.03,-0.005692,0.0,3.0
266.153,286.27,169.03,-0.005692,0.0,3.0
266.653,286.77,169.02,-0.005692,0.0,3.0
267.153,287.27,169.02,-0.005692,0.0,3.0
267.653,287.77,169.02,-0.005692,0.0,3.0
268.153,288.27,169.02,-0.005692,0.0,3.0
268.653,288.77,169.01,-0.005692,0.0,3.0
269.153,289.27,169.01,-0.005692,0.0,3.0
269.653,289.77,169.01,-0.005692,0.0,3.0
270.153,290.27,169.0,-0.005692,0.0,3.0
270.653,290.77,169.0,-0.005692,0.0,3.0
271.153,291.27,169.0,-0.005692,0.0,3.0
271.653,291.77,169.0,-0.005692,0.0,3.0
272.153,292.27,168.99,-0.005692,0.0,3.0
272.653,292.77,168.99,-0.005692,0.0,3.0
273.153,293.27,168.99,-0.005692,0.0,3.0
273.653,293.77,168.98,-0.005692,0.0,3.0
274.153,294.27,168.98,-0.005692,0.0,3.0
274.653,294.77,168.98,-0.005692,0.0,3.0
275.153,295.27,168.98,-0.005692,0.0,3.0
275.653,295.77,168.97,-0.005692,0.0,3.0
276.153,296.27,168.97,-0.005692,0.0,3.0
276.653,296.77,168.97,-0.005692,0.0,3.0
277.153,297.27,168.96,-0.005692,0.0,3.0
277.653,297.77,168.96,-0.005692,0.0,3.0
278.153,298.27,168.96,-0.005692,0.0,3.0
278.653,298.77,168.96,-0.005692,0.0,3.0
279.153,299.27,168.95,-0.005692,0.0,3.0
279.653,299.77,168.95,-0.005692,0.0,3.0
280.153,300.27,168.95,-0.005692,0.0,3.0
280.653,300.77,168.94,-0.005692,0.0,3.0
281.153,301.27,168.94,-0.005692,0.0,3.0
281.653,301.77,168.94,-0.005692,0.0,3.0
282.153,302.27,168.94,-0.005692,0.0,3.0
282.653,302.77,168.93,-0.005692,0.0,3.0
283.603,303.72,168.93,-0.005692,-0.0,3.0
284.103,304.22,168.92,-0.005692,0.0,3.0
284.603,304.72,168.92,-0.005692,0.0,3.0
285.103,305.22,168.92,-0.005692,0.0,3.0
285.603,305.72,168.92,-0.005692,0.0,3.0
286.103,306.22,168.91,-0.005692,0.0,3.0
286.603,306.72,168.91,-0.005692,0.0,3.0
287.103,307.22,168.91,-0.005692,0.0,3.0
287.603,307.72,168.91,-0.005692,0.0,3.0
288.103,308.22,168.9,-0.005692,0.0,3.0
288.603,308.72,168.9,-0.005692,0.0,3.0
289.103,309.22,168.9,-0.005692,0.0,3.0
289.603,309.72,168.89,-0.005692,0.0,3.0
290.103,310.22,168.89,-0.005692,0.0,3.0
290.603,310.72,168.89,-0.005692,0.0,3.0
291.103,311.22,168.89,-0.005692,0.0,3.0
291.603,311.72,168.88,-0.005692,0.0,3.0
292.103,312.22,168.88,-0.005692,0.0,3.0
292.603,312.72,168.88,-0.005692,0.0,3.0
293.103,313.22,168.87,-0.005692,0.0,3.0
293.603,313.72,168.87,-0.005692,0.0,3.0
294.103,314.22,168.87,-0.005692,0.0,3.0
294.603,314.72,168.87,-0.005692,0.0,3.0
295.103,315.22,168.86,-0.005692,0.0,3.0
295.603,315.72,168.86,-0.005692,0.0,3.0
296.103,316.22,168.86,-0.005692,0.0,3.0
296.603,316.72,168.85,-0.005692,0.0,3.0
297.103,317.22,168.85,-0.005692,0.0,3.0
297.603,317.71,168.85,-0.005692,0.0,3.0
298.103,318.21,168.85,-0.005692,0.0,3.0
298.603,318.71,168.84,-0.005692,0.0,3.0
299.103,319.21,168.84,-0.005692,0.0,3.0
299.603,319.71,168.84,-0.005692,0.0,3.0
300.103,320.21,168.83,-0.005692,0.0,3.0
300.603,320.71,168.83,-0.005692,0.0,3.0
301.103,321.21,168.83,-0.005692,0.0,3.0
301.663,321.77,168.83,-0.005692,1e-06,3.0
302.163,322.27,168.82,-0.005692,0.0,3.0
303.143,323.25,168.82,-0.005692,-0.0,3.0
303.643,323.75,168.81,-0.005692,0.0,3.0
304.143,324.25,168.81,-0.005692,0.0,3.0
304.643,324.75,168.81,-0.005692,0.0,3.0
305.143,325.25,168.81,-0.005692,0.0,3.0
305.643,325.75,168.8,-0.005692,0.0,3.0
306.143,326.25,168.8,-0.005692,0.0,3.0
306.643,326.75,168.8,-0.005692,0.0,3.0
307.143,327.25,168.79,-0.005692,0.0,3.0
307.643,327.75,168.79,-0.005692,0.0,3.0
308.143,328.25,168.79,-0.005692,0.0,3.0
308.643,328.75,168.79,-0.005692,0.0,3.0
309.143,329.25,168.78,-0.005692,0.0,3.0
309.643,329.75,168.78,-0.005692,0.0,3.0
310.143,330.25,168.78,-0.005692,0.0,3.0
310.643,330.75,168.77,-0.005692,0.0,3.0
311.143,331.25,168.77,-0.005692,0.0,3.0
311.643,331.75,168.77,-0.005692,0.0,3.0
312.143,332.25,168.77,-0.005692,0.0,3.0
312.643,332.75,168.76,-0.005692,0.0,3.0
313.143,333.25,168.76,-0.005692,0.0,3.0
313.643,333.75,168.76,-0.005692,0.0,3.0
314.143,334.25,168.75,-0.005692,0.0,3.0
314.643,334.75,168.75,-0.005692,0.0,3.0
315.143,335.25,168.75,-0.005692,0.0,3.0
315.643,335.75,168.75,-0.005692,0.0,3.0
316.143,336.25,168.74,-0.005692,0.0,3.0
316.643,336.75,168.74,-0.005692,0.0,3.0
317.323,337.43,168.74,-0.005692,0.0,3.0
317.823,337.93,168.73,-0.005692,0.0,3.0
318.323,338.43,168.73,-0.005692,0.0,3.0
318.823,338.93,168.73,-0.005692,0.0,3.0
319.323,339.43,168.72,-0.005692,0.0,3.0
319.823,339.93,168.72,-0.005692,0.0,3.0
320.323,340.43,168.72,-0.005692,0.0,3.0
320.933,341.04,168.72,-0.005692,0.0,3.0
321.433,341.54,168.71,-0.005692,0.0,3.0
321.933,342.04,168.71,-0.005692,0.0,3.0
322.433,342.54,168.71,-0.005692,0.0,3.0
322.933,343.04,168.7,-0.005692,0.0,3.0
323.433,343.54,168.7,-0.005692,0.0,3.0
323.933,344.04,168.7,-0.005692,0.0,3.0
324.433,344.54,168.7,-0.005692,0.0,3.0
324.933,345.04,168.69,-0.005692,0.0,3.0
325.433,345.54,168.69,-0.005692,0.0,3.0
325.933,346.04,168.69,-0.005692,0.0,3.0
326.433,346.54,168.68,-0.005692,0.0,3.0
326.933,347.04,168.68,-0.005692,0.0,3.0
327.433,347.54,168.68,-0.005692,0.0,3.0
327.933,348.04,168.68,-0.005692,0.0,3.0
328.433,348.54,168.67,-0.005692,0.0,2.898
328.933,349.04,168.67,-0.005692,0.0,2.793
329.433,349.54,168.67,-0.005692,0.0,2.683
329.933,350.04,168.66,-0.005692,0.0,2.569
330.433,350.54,168.66,-0.005692,0.0,2.449
330.933,351.04,168.66,-0.005692,0.0,2.324
331.433,351.54,168.66,-0.005692,0.0,2.191
331.933,352.04,168.65,-0.005692,0.0,2.049
332.433,352.54,168.65,-0.005692,0.0,1.897
332.933,353.04,168.65,-0.005692,0.0,1.732
333.433,353.54,168.64,-0.005692,0.0,1.549
333.933,354.04,168.64,-0.005692,0.0,1.342
334.433,354.54,168.64,-0.005692,0.0,0.0
334.933,355.04,168.64,-0.005692,0.0,0.0
335.433,355.54,168.63,-0.005692,0.0,0.0
